bsn_number
LeBAU_b12571751
LeBAU_b12471203
LeBAU_b12595561
LeBAU_b13627946
NIC_1909429
LeBAU_b12614373
LeBAU_b17515282
LeBAU_b17578061
LeBAU_b18271510
LeBAU_b12378574
LeBAU_b12578083
LeBAU_b12666713
LeBAU_b12707831
LeBAU_b17515038
LeBAU_b12318607
LeBAU_b1248314x
LeBAU_b12542623
LeBAU_b12636290
LeBAU_b12773141
LeBAU_b12312460
LeBAU_b1254016x
LeBAU_b12669726
LeBAU_b12770450
LeBAU_b12311315
NjP_1777204
LeBAU_b17589022
LeBAU_b17665735
LeBAU_b12484635
LeBAU_b1264478x
NIC_1682090
LeBAU_b17666107
LeBAU_b12373357
LeBAU_b12547487
LeBAU_b12667420
LeBAU_b12691847
LeBAU_b12722546
LeBAU_b18270086
NIC_1880480
NIC_1921247
NIC_2865257
LeBAU_b1827030x
LeBAU_b1236812x
LeBAU_b1251939x
LeBAU_b12694836
NIC_1676603
NIC_1923650
NIC_3530975
LeBAU_b18270591
LeBAU_b18271595
LeBAU_b12613058
LeBAU_b12662471
LeBAU_b12731079
LeBAU_b18270700
LeBAU_b12359282
LeBAU_b12536350
LeBAU_b12650092
LeBAU_b12315850
NIC_1681697
NIC_1847434
LeBAU_b1827075x
LeBAU_b12309850
LeBAU_b1233750x
LeBAU_b12362670
LeBAU_b12490404
LeBAU_b12697308
LeBAU_b12372031
LeBAU_b12453596
LeBAU_b12462147
LeBAU_b12617763
LeBAU_b12727374
NIC_3561237
LeBAU_b12397945
LeBAU_b12701385
LeBAU_b12783419
NIC_1919732
NIC_3527901
LeBAU_b12453985
LeBAU_b12308274
LeBAU_b12310189
LeBAU_b12313336
LeBAU_b12456056
LeBAU_b12536465
LeBAU_b12663001
LeBAU_b1267641x
LeBAU_b12773013
LeBAU_b12469117
LeBAU_b12489414
LeBAU_b12659861
LeBAU_b12319387
NIC_1685927
NIC_1928201
LeBAU_b12479408
LeBAU_b12600052
LeBAU_b12680333
LeBAU_b12699895
LeBAU_b12701117
LeBAU_b12568661
LeBAU_b12896688
NIC_1681323
NIC_3530985
NIC_7111300
LeBAU_b12597466
NIC_1015398
NIC_4509091
NIC_1686266
NIC_1786985
NIC_1662569
LeBAU_b12644651
LeBAU_b12658029
NIC_2684285
NIC_3530345
NIC_3581182
NIC_4439475
NIC_1908593
LeBAU_b12695683
LeBAU_b12788661
LeBAU_b1319172x
NIC_1920797
NIC_1928227
NIC_1932722
LeBAU_b12762283
LeBAU_b12779829
NIC_1742291
NIC_1909832
NIC_2463117
NIC_4437722
NIC_1651809
LeBAU_b12767013
LeBAU_b12782099
NIC_1933151
NIC_1651539
NIC_1742300
NIC_4652614
LeBAU_b12770449
LeBAU_b12779751
NIC_6580756
NIC_3637593
NIC_4853013
LeBAU_b12783742
NIC_1909262
NIC_1931815
NIC_6818539
NIC_7164986
NIC_1686263
NIC_1928254
LeBAU_b12826443
NIC_1685213
NIC_1909451
NIC_3525922
NIC_3532292
NIC_4413089
NIC_1818637
LeBAU_b17617789
LeBAU_b12322143
NIC_3531464
NIC_6365261
NIC_1670502
NIC_1685929
NIC_1924073
NIC_1933368
NIC_1935583
NIC_1910624
NIC_1926064
NIC_3533209
NIC_1649265
NIC_1651546
NIC_1683105
NIC_1910620
NIC_3146337
NIC_3526729
NIC_1743711
NIC_3530146
NIC_3535438
NIC_7683042
NIC_1789534
NIC_1674155
NIC_1911783
NIC_1924500
NIC_3529899
NIC_1676597
NIC_6263089
NIC_1880882
NIC_1881615
NIC_1928735
NIC_3536905
NIC_1818492
NIC_1651947
NIC_1685211
NIC_1924448
NIC_1879955
NIC_4608337
NIC_4739271
NjP_2787593
NIC_1743390
NIC_2462709
NIC_6157565
NIC_1968700
NIC_2392320
NIC_1683145
NIC_1847446
NIC_1931814
NIC_2687789
NIC_3526982
NIC_4437571
NIC_1919053
NIC_3527892
NIC_3533688
NIC_3556255
NIC_3679215
NIC_6169857
NIC_1920811
NIC_1927990
NIC_4405994
NIC_1926067
NIC_1931268
NIC_2878282
NIC_29702
NIC_1922658
NIC_2012314
NIC_3526665
NIC_1621570
NIC_1681684
NIC_1685233
NIC_2865286
NIC_1923708
NIC_1944669
NIC_1189331
NIC_1919123
NIC_4722767
NIC_1934318
NIC_3530149
NIC_5666861
NIC_4432530
NIC_4437359
NIC_1933767
NIC_1588269
NIC_1677788
NIC_1683483
NIC_2883747
NIC_1926273
NIC_2016491
NIC_2453870
NIC_3530961
NIC_1651551
NIC_1908552
NIC_1910206
NIC_1926610
NIC_2950259
NIC_4431382
NIC_1923807
NIC_3638580
NIC_4713653
NjP_2759561
NjP_2760144
NIC_3526713
NIC_3529898
NIC_3676422
NIC_5018586
NIC_4432714
NIC_1670505
NIC_1921234
NIC_3528008
NIC_3532298
NIC_1931246
NIC_3285081
NjP_2788566
NjP_1724350
NjP_1753758
NIC_3530726
NIC_6264210
NIC_1933750
NIC_7491388
NIC_1106471
NIC_1670066
NIC_1677313
NIC_3532230
NIC_6792982
NIC_4430527
NIC_4432728
NIC_1685221
NIC_3753225
NIC_3771718
NIC_3532260
NIC_6169884
NIC_4431184
NIC_4432700
NIC_1818808
NIC_5082236
NIC_1847327
NIC_1926592
NIC_4431308
NIC_3754802
NIC_3760599
NIC_7288627
NIC_6226180
NIC_1681402
NIC_1649369
NIC_1910691
NIC_1680112
NIC_1921228
NIC_6823897
NIC_1654432
NIC_1747776
NIC_1930299
NIC_3752809
NIC_3771658
NIC_3955844
NIC_1880518
NIC_1931643
NIC_114009
NIC_1681413
NIC_1820099
NIC_1930345
NIC_1935111
NIC_6749538
NIC_1685209
NIC_3765289
NIC_4889711
NIC_1882579
NIC_4439433
NIC_2883679
NIC_2884517
NIC_4905786
NIC_5971146
NIC_1686473
NIC_2885195
NIC_1879941
NIC_3772885
NjP_2768306
NIC_6581260
NIC_1670469
NIC_3772036
NIC_4611939
NIC_5108767
NjP_2752376
NjP_511236
NIC_6965909
NIC_1655977
NIC_1746479
NIC_1932115
NIC_2853443
NIC_1926281
NIC_1930350
NIC_1015395
NIC_1682443
NIC_1743368
NIC_1743749
NIC_3771823
NIC_1685922
NIC_4460900
NIC_2303132
NjP_2742221
NjP_2745325
NIC_1740766
NIC_1926604
NIC_1933364
NIC_3772152
NIC_4432772
NIC_4472641
NIC_1880697
NIC_2884930
NIC_4437516
NjP_1666600
NjP_2787915
NjP_2746592
NjP_2787071
NIC_1911759
NIC_1927971
NIC_2884249
NIC_3447920
NIC_7111264
NIC_1679845
NIC_1918784
NIC_3621135
NIC_3639428
NjP_4133115
NjP_4133254
NjP_6474742
NIC_1930285
NIC_1923744
NjP_1347533
NjP_174763
NjP_2758768
NjP_2768852
NIC_1932520
NIC_5019427
NjP_2788163
NjP_740970
NjP_2834167
NIC_1935407
NIC_1743381
NIC_4905821
NjP_1111320
NjP_1648026
NjP_2752602
NjP_2758645
NIC_2878280
NIC_3763233
NjP_2753059
NjP_2754244
NjP_2767869
NjP_1607106
NIC_3759413
NIC_3780471
NIC_4432944
NIC_4889756
NIC_1606259
NIC_4905803
NjP_2786731
NIC_3760816
NIC_3743212
NIC_5867969
NjP_1737353
NjP_2850286
NjP_439050
NjP_129077
NIC_3761021
NjP_2701950
NjP_2741661
NjP_2772877
NjP_331926
NjP_4091765
NIC_3772874
NIC_1649256
NIC_1926062
NjP_2762082
NjP_1691357
NjP_2761861
NjP_2768418
NjP_2786662
NjP_400395
NjP_794234
NjP_972111
NjP_1467657
NjP_2773720
NIC_4652619
NIC_1910203
NIC_3732981
NjP_373305
NjP_1568687
NjP_1578066
NjP_1665726
NIC_4680143
NIC_1932120
NIC_3753228
NjP_2787032
NjP_2794681
NjP_398990
NjP_4780281
NIC_6319561
NIC_4755497
NjP_3429954
NjP_415694
NjP_795752
NjP_1391239
NjP_2788710
NIC_3763148
NjP_2787157
NjP_2756103
NjP_542954
NjP_1152939
NjP_2754227
NIC_1681974
NIC_1927463
NIC_3138231
NIC_3780426
NjP_1674523
NjP_800683
NIC_1683479
NIC_1786982
NIC_1932518
NjP_2754680
NjP_2767946
NjP_2787179
NIC_1747792
NIC_1931821
NIC_3763919
NjP_1639493
NjP_1654392
NjP_464387
NjP_1473171
NIC_1927499
NjP_2768906
NjP_2769660
NjP_2787904
NjP_2834224
NjP_2788207
NIC_2021911
NIC_6392327
NjP_2787160
NjP_471585
NjP_836443
NjP_1667638
NjP_2749273
NIC_3763346
NjP_1037447
NjP_2727202
NjP_2759123
NjP_321611
NjP_773233
NIC_3640351
NIC_3763030
NIC_3763482
NjP_2760239
NjP_2963544
NjP_1001208
NIC_4899028
NjP_1297756
NjP_269978
NjP_2762690
NjP_2787149
NIC_5122370
NIC_7165079
NjP_1202444
NjP_1536387
NjP_2759769
NjP_719355
NjP_1560519
NjP_1150219
NjP_2768029
NjP_2787028
NjP_2770669
NjP_2787855
NjP_1361096
NjP_501860
NjP_2761208
NjP_2925298
NjP_1755333
NjP_2770410
NjP_2835810
NjP_1560859
NjP_381422
NjP_462842
NjP_939847
NjP_1410828
NjP_1737716
NjP_1894616
NjP_1636212
NjP_2759098
NjP_2771970
NjP_2787235
NjP_2957688
NjP_1340218
NjP_2787838
NjP_2737675
NjP_2742584
NjP_2741563
NjP_2758021
NjP_505619
NjP_2770329
NjP_2787917
NjP_803539
NjP_2737391
NjP_2787702
NjP_2788357
NjP_3203059
NjP_2761590
NjP_2787969
NjP_4104106
NjP_2757665
NjP_2761754
NjP_2757456
NjP_2787577
NjP_1297605
NjP_2249821
NjP_2769263
NjP_2786988
NjP_2374047
NjP_2788044
NjP_1645766
NjP_2768004
NjP_2786019
NjP_3204066
NjP_818225
NjP_937377
NjP_3007651
NjP_1529660
NjP_1685334
NjP_4093166
NjP_2768646
NjP_782988
NjP_330357
NjP_568657
NjP_1550891
NjP_2753558
NjP_2758923
NjP_2762775
NjP_371568
NjP_1274927
NjP_1733733
NjP_2787852
NjP_2787996
NjP_2912498
NjP_1167472
NjP_3867177
NjP_479289
NjP_501014
NjP_2700508
NjP_4823891
NjP_2758317
NjP_497627
NjP_520642
NjP_1473332
NjP_2755475
NjP_2755960
NjP_2762335
NjP_784942
NjP_1297716
NjP_1481801
NjP_1652249
NjP_2764429
NjP_2770434
NjP_2771601
NjP_822538
NjP_1655482
NjP_2786563
NjP_2834532
NjP_939852
NjP_981836
NjP_2826007
NjP_901166
NjP_1110451
NjP_1494357
NjP_1680610
NjP_2785779
NjP_363430
NjP_398763
NjP_1441851
NjP_1553548
NjP_549524
NjP_1754841
NjP_2739929
NjP_3033709
NjP_1529129
NjP_2787935
NjP_2788696
NjP_1463155
NjP_1575987
NjP_2762018
NjP_2834244
NjP_1530473
NjP_2785010
NjP_2787023
NjP_4091838
NjP_941295
NjP_1669606
NjP_2742587
NjP_1604013
NjP_2769262
NjP_2788203
NjP_2788324
NjP_2834222
NjP_991437
NjP_1753760
NjP_2786674
NjP_2787845
NjP_2834289
NjP_3204050
NjP_3904387
NjP_1653768
NjP_191967
NjP_2761026
NjP_2786985
NjP_302597
NjP_1896286
NjP_2406757
NjP_2763407
NjP_2788373
NjP_2850975
NjP_2835710
NjP_2954786
NjP_2773807
NjP_2785008
NjP_2788355
NjP_2957682
NjP_405683
NjP_502293
NjP_2786666
NjP_2899211
NjP_799425
NjP_1647906
NjP_2787249
NjP_2788208
NjP_2850920
NjP_1737733
NjP_2768523
NjP_2787281
NjP_2834168
NjP_463757
NjP_7055305
NjP_889000
NjP_1149122
NjP_2787606
NjP_2787612
NjP_372359
NjP_2738627
NjP_2757939
NjP_240515
NjP_2787731
NjP_2787909
NjP_2935178
NjP_4104138
NjP_390468
NNC_3063243
NNC_3068080
NjP_2787857
NjP_412575
NjP_1152940
NjP_1404156
NjP_2827205
NjP_397861
NjP_471696
NjP_246231
NjP_2766927
NjP_2953357
NjP_379752
NjP_2788358
NjP_484474
NjP_774884
NjP_774923
NjP_2761602
NjP_2935244
NjP_2941389
NjP_2835237
NjP_805755
NjP_1459397
NjP_1485383
NjP_2752080
NjP_2786172
NjP_2844529
NjP_324531
NjP_349045
NjP_218097
NjP_2772895
NjP_362340
NjP_393350
NjP_398415
NjP_615144
NjP_2749210
NjP_2834921
NjP_3033424
NjP_708252
NjP_756978
NjP_499182
NjP_2770311
NjP_2773414
NjP_1117977
NjP_774407
NjP_2752094
NjP_3203061
NjP_4177431
NjP_442425
NjP_463454
NjP_972151
NjP_2767353
NjP_2787346
NjP_2787938
NjP_907480
NjP_2701930
NjP_1106086
NjP_2909977
NjP_943043
NjP_2702633
NjP_2730058
NjP_497616
NjP_2834159
NjP_2540474
NjP_2700614
NjP_2834192
NjP_1309763
NjP_2764703
NjP_2787570
NjP_2927155
NjP_542998
NjP_808236
NjP_1773557
NjP_1580582
NjP_2787153
NjP_2831428
NjP_2835720
NjP_255329
NjP_614562
NjP_2751120
NjP_2753384
NjP_2757501
NjP_2765914
NjP_459172
NjP_972155
NjP_1129697
NjP_2767712
NjP_2788662
NjP_2835707
NjP_2963548
NjP_399749
NjP_537608
NjP_687552
NjP_2787401
NjP_2834878
NjP_2836302
NjP_363429
NjP_498079
NjP_2788266
NjP_3322728
NjP_2787576
NjP_781343
NjP_398178
NjP_2787972
NjP_2835704
NjP_502340
NjP_2787511
NjP_935473
NjP_193135
NNC_1043397
NjP_2788491
NjP_1364757
NjP_2787506
NjP_2788135
NjP_2834883
NjP_2834830
NjP_2834847
NjP_2834928
NjP_2954759
NjP_328887
NjP_2758773
NjP_2760289
NjP_2834845
NjP_2834877
NjP_2955726
NjP_3002981
NjP_3033707
NjP_393157
NjP_459537
NjP_2835245
NjP_3013328
NjP_388762
NjP_969099
NjP_1523212
NjP_2834553
NNC_3068407
NjP_2924477
NjP_391927
NjP_4092486
NjP_2752626
NjP_2771821
NjP_2963620
NjP_2927001
NjP_1755603
NjP_480441
NjP_2834571
NjP_537581
NNC_1370143
NjP_2927003
NjP_343545
NjP_441360
NjP_1705095
NjP_2773001
NjP_2750765
NjP_2942683
NjP_3264067
NjP_793977
NjP_169800
NjP_2954812
NjP_1357001
NjP_1723946
NjP_617405
NNC_3058973
NNC_3073994
NjP_2954849
NjP_982714
NjP_1684412
NjP_1896077
NjP_3049397
NjP_1638437
NjP_2761508
NjP_2787516
NjP_393162
NjP_323563
NjP_392195
NjP_2788327
NjP_479204
NjP_435862
NjP_6168455
NNC_3072085
NjP_359991
NjP_3760407
NjP_402877
NjP_1012005
NjP_1072068
NjP_1738054
NjP_2834969
NjP_1656703
NjP_2763336
NjP_2768423
NNC_3066517
NNC_3068055
NjP_817857
NjP_2767045
NjP_774384
NjP_2788117
NjP_399738
NjP_614557
NjP_1568508
NjP_2772260
NjP_2786046
NjP_613960
NNC_1894799
NNC_3072607
NjP_1673823
NjP_2787680
NjP_460358
NNC_1132330
NjP_2700500
NjP_543039
NjP_950097
NjP_2834946
NjP_1775550
NjP_2763286
NjP_444422
NjP_461542
NjP_2753517
NjP_240479
NjP_2785495
NjP_2788030
NNC_1894738
NjP_2759362
NjP_398158
NjP_2766734
NNC_3068048
NNC_3073604
NjP_501408
NjP_2788200
NjP_2824073
NjP_2832083
NjP_2822413
NjP_316840
NjP_463400
NjP_822223
NjP_396287
NjP_774474
NjP_2834962
NjP_487361
NjP_946516
NjP_2788540
NjP_2433170
NNC_2019934
NNC_3058885
NjP_2929822
NjP_488224
NjP_2751710
NNC_3067671
NNC_3073394
NjP_3033631
NjP_1303681
NjP_1557718
NjP_1037446
NjP_501087
NjP_863702
NjP_478868
NNC_3068384
NjP_613273
NjP_1069405
NjP_1563139
NjP_316750
NNC_3068009
NNC_150741
NNC_3068067
NNC_3071447
NNC_3072013
NjP_676168
NNC_3068301
NNC_3068455
NNC_3072760
NNC_3074045
NNC_3082675
NjP_771804
NjP_2762098
NjP_2790098
NjP_6392195
NNC_3072932
NNC_3076326
NjP_972159
NNC_3063330
NNC_3068511
NNC_3080522
NjP_1540257
NjP_2826166
NjP_614537
NNC_3063327
NNC_3068322
NNC_3072288
NNC_3110047
NjP_2744480
NjP_2785558
NNC_1204560
NNC_29842
NNC_3073880
NNC_3074041
NjP_2955945
NjP_1127528
NjP_2737103
NjP_2963737
NjP_329767
NNC_3068493
NjP_406457
NjP_1149126
NjP_2834953
NNC_2032487
NNC_3063357
NNC_3068058
NNC_3068471
NjP_441874
NNC_3073849
NNC_3110526
NNC_3235684
NjP_442438
NNC_3072480
NNC_2236833
NNC_3068072
NNC_3071249
NNC_3072817
NNC_3076644
NNC_3233725
NjP_2969154
NNC_3063350
NNC_3072900
NNC_3073605
NNC_3073837
NNC_3074099
NNC_3079331
NjP_775776
NNC_3059125
NNC_3076555
NNC_3079321
NNC_3068129
NNC_3068369
NNC_3068372
NNC_2023349
NNC_3068044
NNC_3071251
NNC_3071582
NNC_578698
NNC_2024767
NNC_3063514
NNC_3063552
NNC_22963
NNC_3059248
NNC_3072149
NNC_3073735
NNC_3235311
NNC_36623
NNC_24367
NNC_3068059
NNC_796279
NNC_1900898
NNC_3058957
NNC_3068150
NNC_3068154
NNC_3072015
NNC_3072161
NNC_3076334
NNC_3058898
NNC_3063212
NNC_3072831
NNC_3073930
NNC_3076802
NNC_630200
NNC_799398
NNC_3062939
NNC_3068038
NNC_3072800
NNC_3088766
NNC_3122748
NNC_3068040
NNC_668267
NNC_3058977
NNC_3072728
NNC_35124
NNC_3068428
NNC_755849
NNC_3058909
NNC_3058996
NNC_3062802
NNC_3068221
NNC_3068330
NNC_3177076
NNC_4893617
NNC_3063580
NNC_3076906
NNC_3068518
NNC_3074119
NNC_3076390
NNC_3266266
NNC_3368439
NNC_3071619
NNC_3177826
NNC_3235682
NNC_3058946
NNC_3073966
NNC_3076395
NNC_3076739
NNC_3071320
NNC_3072147
NNC_3170841
NNC_3072729
NNC_3233727
NNC_3068465
NNC_3071123
NNC_3071204
NNC_3071300
NNC_3076293
NNC_52392
NNC_596447
NNC_3068191
NNC_3073616
NNC_3073931
NNC_3073649
NNC_3088638
NNC_639631
NNC_3068505
NNC_3071171
NNC_3071231
NNC_3079834
NNC_3233760
NNC_3068362
NNC_3073893
NNC_3074117
NNC_3233756
NNC_3059261
NNC_3063618
NNC_3077436
NNC_3063392
NNC_3076302
NNC_3076419
NNC_3110180
NNC_3071169
NNC_3183836
NNC_3058952
NNC_3080597
NNC_3178950
NNC_3063599
NNC_3063605
NNC_3076706
NNC_3129030
NNC_3177056
NNC_598408
NNC_3076752
NNC_3077363
NNC_3233742
NNC_3071263
NNC_3239304
NNC_3071220
NNC_3076788
NNC_3110176
NNC_3076822
NNC_3058889
NNC_3062796
NNC_3071654
NNC_3129059
NNC_3076855
NNC_3121264
NNC_3058936
NNC_3068204
NNC_3073606
NNC_3077327
NNC_3235918
NNC_3071272
NNC_3072094
NNC_3076363
NNC_3076905
NNC_3079390
NNC_3121197
NNC_3129288
NNC_1519724
NNC_3059001
NNC_3068148
NNC_3089938
NNC_3063572
NNC_3068503
NNC_3076950
NNC_3176238
NNC_3058988
NNC_3122228
NNC_3269990
NNC_1242314
NNC_3071170
NNC_3071640
NNC_3074106
NNC_3128238
NNC_3235920
NNC_3068492
NNC_3071335
NNC_3076354
NNC_3076959
NNC_3129530
NNC_3279353
NNC_212229
NNC_3368431
NNC_2353806
NNC_3068079
NNC_3071245
NNC_3071304
NNC_3071305
NNC_3071359
NNC_3071176
NNC_3071649
NNC_3068470
NNC_9511444
NNC_3063817
NNC_3068134
NNC_3071100
NNC_3073895
NNC_3236312
NNC_991970
NNC_3058935
NNC_3063134
NNC_3063601
NNC_3071158
NNC_3082674
NNC_3071181
NNC_3063349
NNC_3071175
NNC_3058890
NNC_3063215
NNC_3071652
NNC_3074100
NNC_3130413
NNC_3110087
NNC_3058921
NNC_3063370
NNC_3068146
NNC_3068352
NNC_3063304
NNC_3071510
NNC_3072889
NNC_3068438
NNC_3076557
NNC_3068227
NNC_3071693
NNC_3122887
NNC_3268994
NNC_3071375
NNC_3059359
NNC_3072724
NNC_3071127
NNC_3071612
NNC_3071647
NNC_3073695
NNC_3071151
NNC_3071623
NNC_3073636
NNC_3122402
NNC_3170331
NNC_3179247
NNC_3233820
NNC_3238963
NNC_3238965
NNC_3040285
NNC_3059121
NNC_3071218
NNC_3071525
NNC_3076283
NNC_3233343
NNC_3239584
NNC_4893622
NNC_3071369
NNC_3071519
NNC_3170087
NNC_3171105
NNC_3274716
NNC_3063277
NNC_3071659
NNC_3236314
NNC_3072605
NNC_3077317
NNC_3179480
NNC_3071666
NNC_3076281
NNC_3110046
NNC_3129504
NNC_3067054
NNC_3073860
NNC_3079316
NNC_4906263
NNC_4919360
NNC_3073690
NNC_3076413
NNC_3080117
NNC_3122429
NNC_3178521
NNC_3071323
NNC_3071341
NNC_3074008
NNC_3074034
NNC_3082655
NNC_3170325
NNC_3233704
NNC_3294588
NNC_3076141
NNC_3076949
NNC_3076952
NNC_3238875
NNC_3071265
NNC_3071633
NNC_3076350
NNC_3077446
NNC_3170580
NNC_4906214
NNC_3063603
NNC_3068047
NNC_3077316
NNC_3079315
NNC_3274053
NNC_3076803
NNC_3082672
NNC_3082676
NNC_3058937
NNC_3063278
NNC_3077447
NNC_3058871
NNC_3074010
NNC_2960154
NNC_3076386
NNC_3079529
NNC_3080924
NNC_3071248
NNC_3183812
NNC_3062724
NNC_3063222
NNC_3071273
NNC_3082684
NNC_3080238
NNC_3068202
NNC_3076645
NNC_3171119
NNC_3076461
NNC_3071186
NNC_3082654
NNC_3089936
NNC_3274777
NNC_9008030
NNC_3059344
NNC_3063549
NNC_3068179
NNC_3068273
NNC_3071658
NNC_3181418
NNC_3058993
NNC_3068226
NNC_3068364
NNC_3072005
NNC_3079798
NNC_3082686
NNC_3235671
NNC_3068180
NNC_3233781
NNC_3239723
NNC_3068463
NNC_3073214
NNC_3076391
NNC_3274317
NNC_3071393
NNC_3072126
NNC_3076886
NNC_3080528
NNC_3071466
NNC_3348198
NNC_4969803
NNC_3068078
NNC_3072850
NNC_3076760
NNC_3121227
NNC_3235680
NNC_3367948
NNC_3071164
NNC_3077306
NNC_3063602
NNC_3076556
NNC_1101805
NNC_3054982
NNC_3058978
NNC_3059339
NNC_3121534
NNC_3169741
NNC_3059239
NNC_3071368
NNC_3071810
NNC_3071493
NNC_3072170
NNC_3087638
NNC_3063204
NNC_3071360
NNC_3071924
NNC_3079548
NNC_3270107
NNC_2958128
NNC_3063345
NNC_3071669
NNC_3071682
NNC_3072300
NNC_3076860
NNC_3080158
NNC_3233793
NNC_3063588
NNC_3071401
NNC_3071522
NNC_3077341
NNC_3080533
NNC_38948
NNC_4388092
NNC_3072222
NNC_3099484
NNC_3131547
NNC_3178924
NNC_3071168
NNC_3071277
NNC_3071483
NNC_3072148
NNC_3073789
NNC_3076938
NNC_3071331
NNC_3082679
NNC_3131655
NNC_4975230
NNC_3076452
NNC_3076763
NNC_3071195
NNC_3071747
NNC_3076912
NNC_3367337
NNC_3367920
NNC_3068286
NNC_3071338
NNC_3076765
NNC_3079520
NNC_3279358
NNC_4905795
NNC_3058926
NNC_3068351
NNC_3071258
NNC_3072641
NNC_3080618
NNC_3233507
NNC_4893623
NNC_3071240
NNC_3076201
NNC_3089057
NNC_3171577
NNC_3180517
NNC_3239722
NNC_3370383
NNC_3071303
NNC_3076204
NNC_3076699
NNC_3076806
NNC_3076916
NNC_3130417
NNC_3071299
NNC_3071395
NNC_3073622
NNC_3369397
NNC_3072153
NNC_3076924
NNC_3071663
NNC_3073944
NNC_3121125
NNC_3236291
NNC_3059342
NNC_3071370
NNC_3073686
NNC_3131633
NNC_3062705
NNC_3071480
NNC_3071513
NNC_3077308
NNC_3071481
NNC_3073179
NNC_3076942
NNC_3275214
NNC_3071644
NNC_3076738
NNC_3071731
NNC_3073217
NNC_3076460
NNC_3171403
NNC_3082680
NNC_4891215
NNC_3071729
NNC_3076441
NNC_3074026
NNC_2872187
NNC_3121222
NNC_3121476
NNC_3127403
NNC_3076921
NNC_3122144
NNC_3127316
NNC_3059131
NNC_3071238
NNC_3071381
NNC_3071421
NNC_3080154
NNC_3080204
NNC_3122361
NNC_3170326
NNC_3270420
NNC_3076585
NNC_3080550
NNC_3080584
NNC_3089945
NNC_3130106
NNC_3235526
NNC_3235645
NNC_3368103
NNC_2872037
NNC_3122182
NNC_3233774
NNC_32387
NNC_4918817
NNC_3076891
NNC_3122208
NNC_3076896
NNC_1893020
NNC_3266439
NNC_2871612
NNC_2871855
NNC_3171140
NNC_32314
NNC_3235635
NNC_3063579
NNC_3071379
NNC_3071451
NNC_3071473
NNC_3233699
NNC_3059348
NNC_3071470
NNC_3073659
NNC_3121256
NNC_3128110
